protein1	protein2
STK11	TSG101
STK11	TUBA1A
STK11	TUBB4A
STK11	VPS72
ALK	MYBPC2
TGFBR1	TGFBRAP1
TGFBR2	TGFBRAP1
MAPK1	BANP
PLK4	CEP85
PLK4	PCNT
PLK4	NEDD1
PLK4	TTK
PLK4	PLK1
PLK4	ALMS1
PLK4	USP54
PLK4	STIL
PLK4	CEP128
PLK4	OFD1
PLK4	CSPP1
PLK4	KIF2A
PLK4	SPICE1
PLK4	CEP350
PLK4	CEP131
PLK4	CDK5RAP2
PLK4	FBXW11
PLK4	CCDC15
PLK4	SASS6
PLK4	CEP250
SRPK2	ANK3
SRPK2	ANKFY1
SRPK2	ANKRD35
SRPK2	BAG3
SRPK2	BAZ1A
SRPK2	BUD13
SRPK2	CADPS2
SRPK2	CHD1L
SRPK2	CPSF7
SRPK2	DDX3X
SRPK2	DNAH6
SRPK2	DNAH9
SRPK2	EIF4B
SRPK2	EIF4G1
SRPK2	EPM2A
SRPK2	ERC1
SRPK2	FCHO1
SRPK2	GBF1
SRPK2	HERC3
SRPK2	HNRNPA1
SRPK2	HNRNPA3
SRPK2	HNRNPK
SRPK2	KANK2
SRPK2	KHDRBS1
SRPK2	LBR
SRPK2	MATR3
SRPK2	MIB2
SRPK2	NXF1
SRPK2	PHF6
SRPK2	PLEKHA5
SRPK2	PRPF38B
SRPK2	RBMX
SRPK2	RPL13
SRPK2	RPS26
SRPK2	SART1
SRPK2	SRSF11
SRPK2	TOP1
SRPK2	TRIP12
SRPK2	USP39
SRPK2	YTHDC2
SRPK2	ZC3H13
SRPK2	ZC3H18
SRPK2	ZNF529
CLK1	CDCP1
CLK1	CUL3
CLK1	HNRNPA0
CLK1	HNRNPA1
CLK1	HNRNPA3
CLK1	HTATSF1
CLK1	IMPDH2
CLK1	KHDRBS1
CLK1	ICE1
CLK1	LMNA
CLK1	MKRN2
CLK1	NUP153
CLK1	PHF3
CLK1	PPIG
CLK1	PPP1CB
CLK1	PRPF38A
CLK1	PTPN22
CLK1	RBBP6
CLK1	RBM15
CLK1	RBM39
CLK1	REV1
CLK1	RLF
CLK1	SF3B1
CLK1	SRSF5
CLK1	SRSF6
CLK1	SRSF7
CLK1	SPEN
CLK1	SPTBN4
CLK1	SRRM1
CLK1	SRRM2
CLK1	THRAP3
CLK1	TRA2A
CLK1	TRA2B
CLK1	YTHDC1
CLK1	ZC3H13
CLK1	ZC3H18
NEK8	NUDC
NEK8	NUDCD2
NEK8	NUDCD3
NEK8	STIP1
NEK8	SUGT1
NEK8	TTC1
NEK8	TUBA1A
NEK8	UNC45A
NEK8	PIH1D1
NEK8	RPAP3
NEK8	TTC4
NEK8	UXT
LATS2	RASSF1
SIK3	TRIP6
STK26	TRIM27
MAPK7	GPSM3
MAPK8	ANXA7
CAMKK1	ANXA7
GAK	CALM1
TGM2	CDK11B
CDK2	CLTA
CAMKK1	CSNK1E
AURKA	CTNNB1
CDK2	DAPK3
CDK2	DBN1
CAMKK1	DDB1
AK1	DECR1
CDK2	DNMT1
CSNK2A2	DSC2
EPHA2	FANCD2
CDK2	FLII
GAK	GOLGB1
MAP3K2	SFN
CDK2	GSN
AURKA	GTF3C2
CAMKK1	H3F3A
GAK	HIP1
RET	ZBTB48
ILK	KIF2A
ERBB2	TNPO1
AURKA	LIG1
CDK2	LMO7
CDK2	MYO1B
ATM	MTRR
CDK1	MVD
CDK2	MYO1C
GAK	MYO1C
CDK2	MYO5A
CDK2	MYO6
GAK	MYO6
CDK2	PPP1R12A
ATM	NDUFA8
CAMKK1	NTHL1
ERBB2	PC
IP6K3	PCCA
CSNK1E	PCM1
ITPKB	PDE4A
ITPKB	PDE4D
MAPK3	PFN1
PIK3CA	PIK3R2
BUB1	PLEC
CDK8	POLR2C
LIMK1	POLR2D
CDK2	PPP1CB
MARK2	PPP2R1A
MARK2	PPP2R5E
PCK2	PRCC
PIM2	PRCC
GAK	PSMA5
MAPK8	PSMD2
CDK2	RAP1GDS1
PKN2	RARS
PLK1	RBBP8
CDK8	RBM4
MKNK2	RBM4
CDK18	RBM4
MAPK3	RBM4
CDK2	ROBO1
JAK3	MRPL23
CDK18	RPL37A
PRKCD	RPL37A
CAMKK1	RPS10
LIMK1	RRAS
CDK2	S100A4
GAK	SEC13
PAK2	SKP1
MASTL	SLC1A5
CDK4	SMTN
AK1	SLC12A2
PKN2	SOAT1
GAK	SP1
PDK1	SPG7
GAK	SPTAN1
PRKCI	SSB
EPHA2	SSR3
MAP3K2	STX3
PDK1	STXBP2
RIOK3	SUPT6H
ERBB2	SURF4
PRKAR2B	SURF4
CDK2	SVIL
CDK8	TAF1
ATM	TAF1
JAK3	TAF1
MAPK3	TAF6
CDK2	TAF7
AURKA	TAF9
MASTL	TAP2
CDK8	TBX3
MAPK3	TBX3
CDK8	GCFC2
TRRAP	VPS72
AKT1	TCOF1
CDK1	TCP1
PDK3	TCP1
ERBB2	TFRC
PDGFRA	TFRC
EPHA2	TGFBR1
AK1	TIA1
MAPK3	TIAL1
LRRK2	TK1
PRKCD	TKT
CDK2	TMOD1
CDK2	TPM1
CDK2	TPM2
MAPK3	TPM2
CDK18	TRPS1
MAPK3	TRPS1
PCK2	TSG101
CSNK2A2	TTC3
JAK3	TUBA4A
PDK3	UTRN
PI4KB	UTRN
TTK	UTRN
PKN2	VARS
PRKAR2B	VAV2
MKNK2	VCL
PDK3	VCP
MAP3K2	YWHAB
MAP3K2	YWHAE
KDR	YWHAG
MAP3K2	YWHAG
MAP3K2	YWHAZ
CSNK2A2	SF1
MAPK8	SF1
EPHA2	ZBTB14
KDR	ZSCAN21
CDK8	ZNF131
PRKCD	ZNF131
CDK2	LUZP1
ATM	BAG6
KDR	NCOA4
CDK18	FXR1
TRRAP	YEATS4
CSNK2A2	IFT88
MKNK2	SYMPK
MAPK3	SYMPK
CSNK2A2	RBM10
CDK8	UBL4A
MAPK3	UBL4A
IP6K3	UBL4A
GAK	PICALM
LIMK1	UXT
LIMK1	RAD54L
AK1	OGT
CSNK1E	OFD1
PIK3CA	PIK3R3
GAK	NUMB
PLK1	VAMP4
GAK	TNK1
PDGFRA	TNK1
JAK3	RAB11A
AK1	SUCLG2
PKN2	SGPL1
ATM	MTMR3
CDK18	FUBP3
GAK	HIP1R
JAK3	NMI
CSNK2A2	RABEP1
CSNK2A2	REPS2
CDK2	LRRFIP2
GAK	XPR1
ERBB2	VAPB
PKN2	VAPB
ATM	NOLC1
MKNK2	NOLC1
CDK1	DLG5
CSNK2A2	WDR46
MARK2	WDR46
MKNK2	WDR46
JAK3	WDR46
AURKA	KLF4
CSNK2A2	MED21
MAPK8	TJP2
MASTL	MED26
EPHA2	VPS4B
CSNK2A2	PITPNM1
GAK	SEC24C
CAMKK1	SAFB2
TRRAP	TTI1
CDK2	BCLAF1
ERBB2	PTDSS1
PLK4	PTDSS1
CSNK1E	KIAA0753
STK17B	TOX4
MASTL	TELO2
CDK8	SUPT7L
CDK2	SEC16A
GAK	SEC16A
PRKAR2B	SEC16A
MKNK2	USP15
PLK2	THRAP3
CSNK2A2	MED6
MLKL	SRA1
AURKA	MED16
ILK	RANBP9
EPHA2	SCAMP3
CSNK2A2	HUWE1
MARK2	PDCD7
MKNK2	TRAP1
CDK2	RBM7
GAK	TNK2
STK17B	TRIB1
JAK3	STUB1
CAMKK1	NSA2
AK1	CD2BP2
GAK	RBM14
ATM	ZER1
ITPKB	PIBF1
LIMK1	TADA3
CDK2	SYNCRIP
JAK3	SPTLC1
AURKA	MRPL28
CDK4	SORBS1
CSNK1E	TRIM3
EPHA2	HEXIM1
ILK	POSTN
CDK8	CELF1
CDK2	ZMYND11
PDK1	SRCAP
ERBB2	HPSE
RET	TXNL4A
ILK	PNPLA6
PDGFRA	RNPS1
ATM	SRSF8
MARK2	PRDX3
MAP3K2	YWHAQ
PRKD2	YWHAQ
BUB1	RBPMS
MKNK2	NUDT21
MAPK3	NUDT21
CDK8	WWP1
MKNK2	WWP2
GAK	KIF3A
MAP2K1	ZNF277
PRKD2	SEC23IP
PDK1	RASSF8
BUB1	HPS5
CSNK2A2	HPS5
CDK2	SYNPO
GAK	SYNPO
JAK3	MTF2
AK1	COBLL1
AK1	RAB11FIP2
MKNK2	RAB11FIP2
JAK3	RAB11FIP2
CDK2	LIMCH1
PDK1	RIMS1
KDR	PALLD
PRKCI	ZNF609
CDK2	UHRF1BP1L
PDK1	VWA8
CSNK2A2	KIF1B
PDGFRB	ZZEF1
MAPK3	WDR43
CDK2	MPRIP
GSK3A	MDN1
MAPK8	PHLPP1
PDGFRA	SCFD1
CSNK2A2	SYNM
ILK	RRP8
CDK2	SPECC1L
IP6K3	TARDBP
AURKA	HARS2
PKN2	TRAM1
JAK3	TNPO3
AK7	TNPO3
CDK2	CORO1C
PDGFRA	PPIL2
PIM2	PPIL2
ATM	DCAF13
AK1	GEMIN5
CDK8	GEMIN5
CDK2	RAI14
CSNK1E	GAPVD1
CDK2	TES
GAK	PHGDH
CAMKK1	FBXL6
PLK1	SACS
PIM2	TIMM13
CDK8	MTBP
AK7	GPKOW
EPHA2	GOLIM4
PRKCI	TMEM208
CDK2	TMOD3
MASTL	UBN1
CDK2	TRA2A
PDK1	PYCR2
ATM	MINK1
PLK4	PNPLA8
MASTL	MRPL2
EPHA2	NDUFA13
CDK8	POLR1D
AURKA	MECR
CDK2	RMDN1
PLK4	SDF4
RAF1	SS18L2
CDK2	MRPL27
IP6K3	PHF21A
JAK3	UBR5
CDK2	LIMA1
GAK	LIMA1
AURKA	CHMP5
GAK	GTSE1
CSNK2A2	NCKIPSD
AURKA	SIRT7
MAPK3	SIRT6
AURKA	LARP7
AK1	PCF11
CDK8	PCF11
MAPK3	PCF11
IP6K3	SRRT
AK1	NBAS
CDK1	CUTA
CDK8	GET4
STK17B	WBP11
LIMK1	RTEL1
MARK2	RSF1
AK1	KDM3B
ATM	RBM47
PDGFRA	WDR74
PKN2	WDR74
PLK4	RBFOX1
CSNK2A2	NDE1
AURKA	MRPL16
MLKL	PARP16
BUB1	KIF26B
PDK3	UBR7
ATM	P3H2
GAK	PLXNA3
MKNK2	PLXNA3
RET	ZCCHC8
ERBB2	ZNF280C
AURKA	KIF16B
CDK8	DENND4C
CDK2	YEATS2
GSK3A	POLR3B
CDK4	NUP133
CDK1	TMEM165
AK7	MUC13
EPHA2	SMARCAD1
IP6K3	NUP107
CDK4	ZNFX1
PDK1	ZNFX1
CDK2	THAP11
GAK	KIDINS220
CDK8	SRGAP1
AURKA	WDR35
GAK	STAMBPL1
CSNK1E	MIER1
EPHA2	MRPS35
AURKA	MRPS35
CAMKK1	ELAC2
LIMK1	MIIP
MKNK2	RBM26
MAPK3	RBM26
CDK18	P3H1
RIOK3	ZMAT3
GAK	ZNF106
GAK	INF2
ILK	MRPL44
GAK	WNK1
PDK1	VKORC1
MAPK8	TAF1D
ATM	BHLHE41
PDGFRA	PRKRIP1
MKNK2	ZMYM1
AURKA	ZMYM1
CDK4	ZC3H14
AK7	ZC3H14
PRKCD	TRAPPC13
PRKCI	TRAPPC13
TRRAP	TTI2
PDGFRA	RAB11FIP1
MAPK8	PRR3
PIK3CA	TSPAN14
PKN2	TRMT1L
CDK16	ISG20L2
GAK	PUS7L
PKN2	TMUB1
ATM	CD99L2
ATM	UTP15
MAP3K2	TRAF7
CDK4	TMEM126A
CSNK2A2	TMEM126A
TGM2	TMEM126A
LIMK1	SARNP
AURKA	ELOF1
CSNK2A2	MAK16
MASTL	PLEKHA8
AK1	BUD13
PLK2	RTN4IP1
CDK2	PARP10
GAK	PARP10
EPHA2	MICALL1
GAK	STON2
CDK2	DOCK7
PDGFRA	PHLDB2
CAMKK1	KIAA2013
ERBB2	ZNF622
MASTL	TMEM263
CSNK2A2	DPP9
PDK1	TRIM47
CDK2	ELMSAN1
MKNK2	MRRF
PIM2	TOE1
MAPK8	STK11IP
CDK1	ESCO1
LIMK1	OSBPL5
CDK2	TOP1MT
PRPS1	TOP1MT
CSNK1E	FOPNL
CDK1	MSI2
GAK	MISP
CDK8	RBM45
ILK	LSM11
PLK1	RPP25L
MARK2	SOGA1
MKNK2	TICAM1
CSNK1E	SPICE1
MAP2K1	RBM33
PLK4	SYNPO2
CDK2	PGAM5
CSNK1E	WDR90
TGM2	TWISTNB
CSNK2A2	PRR14L
MKNK2	RICTOR
JAK3	LYSMD2
MAPK3	TTC9C
PKN2	RABL3
MAPK8	RABL3
LIMK1	SH3PXD2B
ILK	NSMCE2
ILK	KRT73
STK17B	UBAC2
CDK2	MYO18A
CDK1	GATA2
AKT1	SMAD3
AKT1	PPM1A
AKT1	EIF4EBP1
BUB1	EIF4EBP1
CAMK2A	SMAD2
CAMK2G	FLNA
CAMK2G	SMAD3
CDK6	RUNX1
CDK6	CTNNB1
EGFR	FOS
FGFR2	PLCG1
GSK3B	IKBKG
IGF1R	PIK3R1
IGF1R	STAT3
KIT	PIK3CG
MAP2K6	RELA
MAP3K7	RUVBL1
MAP3K7	SMAD3
MAP3K7	RELA
MAPK13	MAPKAPK3
MAPK14	MAX
MAPK3	RALGDS
MAPK8	SMAD3
PDGFRA	STAT3
PDGFRB	PIK3R3
PDGFRB	PTEN
PDGFRB	STAT5A
PDGFRB	STAT3
PIK3R1	PLCG2
STK36	SUFU
FLT1	PTPN11
HCK	PIK3CB
SCYL1	CCNF
ULK1	IRF3
GSK3B	NFE2L3
MAPK1	CITED2
PRKAA2	TFAP2A
MTOR	RAB1A
PRKAA1	USP10
PRKAA2	USP10
PRKAA2	G3BP1
ATM	BANP
PKM	TRIM35
EGFR	EZR
EGFR	TXN
AKT1	PYGO2
CDK2	KLF10
AURKB	UBASH3B
AURKB	CUL3
DYRK1B	ID2
DYRK1A	ID2
EGFR	PPARG
LATS1	CDC26
AKT1	TRAF4
RIPK2	IRF4
MAPK14	EPS15
CDK8	PRMT5
CDK8	WDR77
CDK19	PRMT5
CDK19	WDR77
LATS2	SIAH1
PRKCG	CTNNB1
LATS2	WWTR1
PKM	USP7
CDKN2A	TRIM28
SGK1	PIN1
LATS2	KIF23
EGFR	KEAP1
NEK2	CDC20
NEK2	MAD2L1
BUB1B	NEK2
NEK2	FZR1
STK26	TRAF6
STK26	IKBKB
PLK1	USP16
MET	SOCS1
GSK3B	CREB3L3
CSNK2A1	CREB3L3
KIT	HSP90B1
PKM	DDB2
TGFBR2	SMURF2
RIPK1	EGLN3
CSNK2A1	TFAP2A
ERBB4	TFAP2C
TRIB3	SQSTM1
TGFBR1	SH3KBP1
TGFBR2	SH3KBP1
PRKDC	ANAPC2
PRKDC	FZR1
GCK	GCKR
PKM	EPM2A
LRRK2	HERC2
LRRK2	NEURL4
LRRK2	RAB5A
LRRK2	RAB7A
LRRK2	RAB11A
LRRK2	RAB11B
TGFBR1	APPL1
MTOR	SQSTM1
MTOR	MAP3K3
MAPK13	SQSTM1
TBK1	TRIM26
CDK5	STUB1
LATS2	IKBKB
IKBKB	GLI1
CDK9	MYC
PRKACA	PSMD11
PRKACA	KLHL3
AKT1	KLHL3
PLK1	RICTOR
CHEK2	SIAH2
ROCK1	HGS
ROCK1	SLC9A1
PAK1	RELA
PAK4	PXN
PAK4	VCL
PAK4	RHOV
ULK1	FLCN
CHEK1	RAD23A
CHEK1	USP7
MAP3K7	RNF4
CHUK	USP18
IKBKB	USP18
MAPK14	TAB2
GSK3B	PIAS1
CSNK1G3	UBXN7
EGFR	NELL1
EGFR	SUSD1
EGFR	HSPA9
EGFR	HIST1H2AA
EGFR	HSPB1
EGFR	RPS15
EGFR	RBM25
EGFR	RPS26P11
EGFR	SPRR1A
EGFR	SERPINB4
EGFR	SERAC1
EGFR	SFPQ
EGFR	PTPRD
EGFR	MET
EGFR	ITGB4
EGFR	XRN2
EGFR	GSTT1
EGFR	SLC7A5
EGFR	VPS13A
EGFR	YTHDF1
EGFR	RPL17
ERBB3	HLA-B
ERBB3	TUFM
ERBB3	GFAP
ERBB3	HSPA5
ERBB3	HNRNPH2
ERBB3	HSP90AA1
ERBB3	HSP90AB1
ERBB3	HSPA8
ERBB3	LGALS3BP
ERBB3	MASP1
ERBB3	PHLDA1
ERBB3	PIK3CB
ERBB3	PTCD3
ERBB3	RAE1
ERBB3	RPS27A
ERBB3	MRPS14
ERBB3	MRPS17
ERBB3	MRPS23
ERBB3	MRPS27
ERBB3	MRPS28
ERBB3	S100A10
ERBB3	SSR1
ERBB3	TUBB
ERBB3	ACTA2
ERBB3	ACTB
ERBB3	POTEKP
ERBB3	ACTC1
ERBB3	ACTG1
ERBB3	ACTG2
ERBB3	ACTA1
ERBB3	HBB
ERBB3	HSPA1A
ERBB3	LRPPRC
ERBB3	PON2
ERBB3	POTEE
ERBB3	HNRNPA2B1
ERBB3	HNRNPAB
ERBB3	MRPS18B
ERBB3	MRPS22
ERBB3	MRPS25
ERBB3	MRPS26
ERBB3	MRPS34
ERBB3	TUBA1B
PRKD1	TFAP2A
MTOR	DCP2
TGM2	TP53
MAP3K7	TRAF3
LATS1	PPP1CA
BRAF	FBXW7
CDKN2A	PML
CDKN2A	UBE2I
MLKL	TRAF2
KDR	SH2D2A
RPS6KB1	TRAF4
GSK3B	LPCAT1
PRKCA	NF2
GSK3B	SOX10
RPS6KB1	DEPTOR
RPS6KA1	DEPTOR
CDK2	POLL
PBK	CHFR
PBK	PTEN
IKBKB	TWIST1
SYK	HGS
MAPK1	REST
ADCK5	HOGA1
ADCK5	STOML2
ADCK1	STOML2
ADCK1	TOMM5
ADCK2	PDK2
ADCK2	STOML2
ADCK2	GPI
ADCK5	CHCHD2
ADCK1	CHCHD3
ADCK1	IMMT
ADCK1	MLYCD
ADCK1	CHCHD2
ADCK5	IMMT
ADCK1	PMPCB
ADCK5	C1QBP
ADCK2	MRPL22
ADCK1	MTX1
ADCK1	C1QBP
ADCK5	PMPCB
TBK1	TRIM14
PRKD1	NOS1
MAPKAPK2	YWHAZ
PRKDC	ALOX15
PRKCA	PLA2G4A
AKT1	LTB4R2
CSNK2A1	ECD
MAPK1	PLA2G4A
MAPKAPK2	ZFP36
MAP3K2	CTNNB1
GSK3B	MAP3K2
PIK3R1	RXRA
CSNK2A1	ABCC1
MAPKAPK2	ATF1
MAPKAPK3	ATF1
LATS2	ZYX
LATS2	SIAH2
TBK1	CTNNBL1
SRC	PTGER2
SRC	TLN1
EGFR	ACTB
EGFR	MYH9
SGK1	ASPG
CSNK2A1	PAX7
CDK1	USP22
SRC	PBK
PRKACA	FOXO1
TBK1	PBXIP1
MAPK1	PRDX6
CSNK1E	TRAF3
EGFR	IQGAP1
MAPKAPK2	AGO2
PLK1	TOP2A
FASTKD2	NGRN
FASTKD2	TRUB2
FASTKD2	RPUSD4
ATR	CHUK
CHEK2	NFKB1
MAPKAPK2	RCSD1
MAPKAPK3	RCSD1
PRKACA	PTPN7
PRKACA	NFAT5
PIK3CA	PDK1
PIK3CA	CYTH3
PIK3CA	CYTH2
TTK	HSP90AA1
MAP3K1	MBP
MAPK8	MBP
AKT1	NGB
SRC	ERRFI1
CSNK1D	RAB1A
MAPK12	RCSD1
FLT1	PIK3R1
ERBB2	ITGAV
AKT1	AHSA1
AKT1	GABBR2
AKT1	HIST1H2BB
FGFR1	RPS6KA1
FGFR1	SLA
FGFR1	SH3BP2
FGFR1	NCK2
FGFR1	RTN1
FGFR1	RTN3
KDR	NCK1
EGFR	BBC3
CDK9	TP53
EGFR	GSTP1
SRC	CDC25A
EGFR	RRAD
PINK1	BAG5
CDK5	CDC25A
CDK5	CDC25B
CDK5	CDC25C
EGFR	MIF
RPS6KB1	PIP4K2A
ABL1	CDKN1A
ERBB2	ITGB1
CSNK2A1	CTNNA1
LRRK2	TP53
EPHA4	FGFR1
PRKDC	XRCC1
MTOR	ZNRF2
EGFR	ERCC1
EGFR	ERCC4
EGFR	CLCN5
EGFR	MCM4
EGFR	NCL
EGFR	NPM1
EGFR	PARP1
EGFR	LMNA
EGFR	FUS
EGFR	ERCC2
EGFR	TRIM28
EGFR	MCM3
EGFR	MCM6
EGFR	FEN1
EGFR	ILF2
EGFR	ILF3
EGFR	TOP1
CSNK1A1	SQSTM1
AURKA	MYT1
AURKA	SOX30
AURKA	SUPT20H
AURKA	UBTF
AURKA	CTCFL
AURKA	BTK
AURKA	SSRP1
AURKA	STAT2
AURKA	PAX4
AURKA	SOX18
AURKA	YY1
AURKA	TBX10
AURKA	AATF
AURKA	SWT1
AURKA	IFI16
AURKA	ZFHX3
AURKA	REST
AURKA	ATRX
AURKA	MYT1L
AURKA	TCERG1
AURKA	SREBF2
AURKA	HNRNPK
AURKA	TRRAP
AURKA	MED26
AURKA	SIN3B
AURKA	GTF3C4
AURKA	NFXL1
AURKA	FOXF1
AURKA	TFAP2B
AURKA	ZKSCAN2
AURKA	NKX1-1
AURKA	HNRNPF
MAPK3	USP21
HIPK2	PARP1
HIPK2	HSPA1A
HIPK2	STUB1
MAP3K7	CRBN
ULK1	NEDD4L
CDKN2A	KAT2B
MTOR	FBXO8
ATM	KDM2A
ATM	RANBP9
SIK1	RNF2
PIK3R1	CD247
MAPKAPK2	MDM2
TBK1	TRIM9
ATR	USP20
ULK1	BIRC2
PLK1	FBXW7
BTK	MEOX2
CHEK1	UBE2T
CDK2	UBE2H
PLK1	PTEN
PLK1	NEDD4
PRKD1	USP28
ERBB3	NEDD4L
ERBB3	PTK2B
ERBB3	NDRG1
KSR1	PJA2
SRC	EP300
CSNK2A1	DPF3
AURKA	KLHL18
CHEK1	PTEN
CDK9	RRM2
ATM	SETD2
PRKDC	RRM2
BRD4	PTEN
PDGFRA	TOP1
BRD4	FGFR3
BRD4	KDM5C
CDKN2A	RRM2
BRD4	DHFR
ROR1	SMARCB1
BRD4	RB1
CHEK1	SMO
CDK9	SMARCB1
ATM	KDM6A
MAP3K1	VHL
CHEK1	PARP1
ERBB2	TOP1
ATM	SMO
PRKDC	VHL
CHEK1	TYMS
CHEK1	SMARCA4
PIK3CA	RRM2
CDK9	RUNX1
AKT1	CHEK1
CDK4	VHL
CHEK1	VHL
CDK4	HDAC1
MTOR	SMAD4
BRAF	FGFR2
BRD4	MAP2K1
PDGFRA	VHL
BRAF	BRCA2
BRAF	VHL
BRAF	FNTA
CDK9	SMAD4
CDK9	CHEK1
CHEK2	KMT2D
MAP2K1	VHL
MTOR	TOP1
CDK4	PRKDC
CDK4	CHEK2
FGFR3	VHL
FGFR3	FNTA
BRAF	HDAC2
CDK6	VHL
ERBB2	RRM2
RPS6KB1	RRM2
ROR1	VHL
RPS6KB1	VHL
CDK4	ERBB2
CDK6	FGFR3
FLT3	VHL
CDK4	TOP1
MET	PTEN
CDK4	PTEN
CDKN2A	PTEN
BRAF	PTEN
KIT	TP53
KIT	SMO
LRRK2	SQSTM1
LTK	SHC1
SRC	S100B
CHUK	KLHL21
IKBKB	KLHL21
STK11	HERC2
KDR	APP
GSK3B	SOX9
CSNK2A1	DNAJB2
MAP3K1	NOTCH1
TBK1	RNF128
EGFR	IGFBP2
STK38	SOCS2
DYRK2	RNF8
PAK4	MMP2
PAK4	ITGB3
CSNK2A1	TP73
ABL1	STUB1
EGFR	CDH2
ERBB2	CDH2
PLK1	RGCC
CDK5	YBX3
CDK4	YBX3
AKT1	NFKBIA
AKT1	AGAP2
FGFR1	AKT1
CDK4	USP17L2
CDK6	USP17L2
ATM	UCHL3
MAPKAPK2	CEP131
CDK2	SIRT2
MAPKAPK2	BECN1
MAPKAPK3	BECN1
MAPKAPK2	TRIM29
MAPK14	S100A9
AXL	ABL2
ERBB2	PTPN6
ERBB4	PTPN6
EGFR	PTPRR
ERBB2	PTPRR
ERBB4	PTPN7
IGF1R	PTPRR
MST1R	PTPRR
EGFR	PTPN7
ERBB4	PTPRR
FGFR2	PTPN6
FGFR2	PTPN12
FGFR2	PTPRR
FGFR4	PTPN6
FGFR4	PTPN12
FGFR4	PTPRR
IGF1R	PTPN6
IGF1R	PTPN7
IGF1R	PTPN12
KDR	PTPN11
KDR	PTPN12
KDR	PTPRR
EGFR	PTPRA
EGFR	PTPRB
EGFR	PTPRH
EGFR	PTPRT
ERBB2	PTPRT
ERBB2	PTPRU
ERBB3	PTPRH
ERBB4	PTPRH
ERBB4	PTPRT
EGFR	PPM1A
EGFR	MPZL2
EGFR	SSH1
ERBB2	PTPRH
ERBB2	SSH1
IGF1R	PPM1A
INSR	PPM1A
INSR	PPM1F
INSR	PTPRR
INSR	SSH1
EGFR	MYO9A
EGFR	RASA4B
EGFR	PGRMC1
EGFR	ACACB
EGFR	EPB41L2
EGFR	FOXO3
EGFR	ZBTB14
EGFR	EIF5B
EGFR	ABCA1
EGFR	PAK4
EGFR	DHFR
EGFR	HLA-B
EGFR	COL1A1
EGFR	AHSG
EGFR	MAS1
EGFR	KRT1
EGFR	CTSD
EGFR	COL1A2
EGFR	KRT16
EGFR	HMGB1
EGFR	DRD2
EGFR	GLUL
EGFR	HMGA1
EGFR	DDX5
EGFR	TCP1
EGFR	CD58
EGFR	NF1
EGFR	IGHV1-2
EGFR	PPIB
EGFR	RPS3
EGFR	EIF4B
EGFR	TNC
EGFR	U2AF2
EGFR	CNTF
EGFR	DPP4
EGFR	MAP4
EGFR	GABRA3
EGFR	KRT9
EGFR	TRIM23
EGFR	TUFM
EGFR	ALDH7A1
EGFR	IRAK1
EGFR	KCNQ1
EGFR	HDGF
EGFR	SUB1
EGFR	SESN2
EGFR	S100A10
EGFR	HNRNPK
EGFR	RAB1A
EGFR	YBX1
EGFR	XIAP
EGFR	SRSF2
EGFR	SSRP1
EGFR	RASGEF1B
EGFR	BPTF
EGFR	G3BP1
EGFR	TCIRG1
EGFR	HDAC1
EGFR	LRP8
EGFR	PDE1C
EGFR	CBX2
EGFR	DIXDC1
EGFR	HERC1
EGFR	E2F4
EGFR	MICB
EGFR	LRRK1
EGFR	ARHGAP29
EGFR	FBLN7
EGFR	EYS
EGFR	KIAA1217
EGFR	WWC2
EGFR	PLEKHA7
EGFR	XRRA1
EGFR	CYS1
EGFR	LRRTM4
EGFR	SLC13A5
EGFR	MIER1
EGFR	SERBP1
EGFR	CTCFL
EGFR	MAPK15
EGFR	CHD6
EGFR	MUC16
EGFR	TTN
EGFR	ROBO4
EGFR	SLC39A7
EGFR	ZNF516
EGFR	MTBP
EGFR	RNF125
EGFR	SMG1
EGFR	SPEN
EGFR	API5
EGFR	TRPM3
EGFR	MLXIPL
EGFR	INCENP
EGFR	SERTAD4
EGFR	RABGEF1
EGFR	TNIK
EGFR	BAG5
EGFR	GRID1
EGFR	SLC45A2
EGFR	MAGED2
EGFR	ING4
EGFR	SHANK2
EGFR	PCDHGA3
EGFR	KRT3
EGFR	KRT10
EGFR	KRT5
EGFR	GOLGB1
CSNK1G2	CSNK1G3
PI4KA	PI4KAP1
GK	GK3P
PAPSS1	PAPSS2
HK1	HKDC1
PRKCA	PRKCB
BMX	CC2D1B
CSK	MATK
HK3	HKDC1
AKT3	HSP90AB4P
BRAF	RAB3GAP1
BMX	USP24
CAMKV	UBTF
PRKAB2	STBD1
NAGK	ZBTB43
JMJD6	SREK1
JMJD6	PRPF38B
AKT3	HSP90AB3P
EPHA1	SMG1
CDK11A	HSP90AB3P
NAGK	RAI1
AKT3	HSP90AA4P
JMJD6	PAXBP1
CSNK1E	ZNF618
FGFR2	SNX24
JMJD6	PPIL4
CAMKV	GPC1
PRKG1	ZKSCAN1
FGFR2	GAPVD1
JMJD6	TFIP11
EPHA1	USP34
CAMK1G	ZBTB44
CDK11A	HSP90AA5P
FGFR2	SNX22
NAGK	RBM6
CAMKV	MLLT3
FYN	RPS6KA1
CAMKV	NRXN3
MAPK6	ZNF7
FGFR2	UBE4A
CAMK2D	DNAH14
FGFR2	IP6K1
MAPK6	SERPINA1
CAMKV	CWC22
CSNK1D	SNX24
